Title|Gross
True Confessions|10200000
Under the Rainbow|2297493
Victory|10853418
Visiting Hours|12111208
Whose Life Is It Anyway?|2100000
Wolfen|8873042
Zoot Suit|63356
48 Hrs.|5273192
Airplane II: The Sequel|27150534
Amityville II: The Possession|11328000
Annie|57059003
Author! Author!|10576604
The Ballad of Gregorio Cortez|777530
Barbarosa|285312
The Beast Within|2040000
Best Friends|36821203
The Best Little Whorehouse in Texas|69701637
Better Late Than Never|24164
Blade Runner|1445283
The Border|6118683
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales|78350
Cannery Row|2638311
Cat People|5694940
The Challenge|3534852
Creepshow|19733000
The Dark Crystal|40577001
Dead Men Don't Wear Plaid|18196170
Deathtrap|19201885
Diner|14100000
E.T.: The Extra-Terrestrial|31429332
Endangered Species|624041
The Escape Artist|143369
Eureka|123572
The Evil Dead|2400000
Evil Under the Sun|4659287
Experience Preferred... But Not Essential|822650
Fanny och Alexander|4971340
Fast Times at Ridgemont High|27092880
Fighting Back|3016496
Who Dares Wins|2108197
Firefox|46700000
First Blood|47212904
Five Days One Summer|96128
Forced Vengeance|4388500
Frances|5000000
Friday the 13th Part III|33312481
Gandhi|52767889
Grease 2|11608405
Hanky Panky|9823934
Heat and Dust|802965
Heidi's Song|5124391
Homework|2914328
Honkytonk Man|4484991
I Ought to Be in Pictures|6968359
If You Could See What I Hear|8693512
Inchon|4408636
Kiss Me Goodbye|15782759
The Last American Virgin|5829781
The Last Unicorn|6455530
A Little Sex|2370376
Lookin' to Get Out|832238
Love Child|50091
Making Love|11897978
The Man from Snowy River|20659423
Megaforce|5675599
A Midsummer Night's Sex Comedy|8246991
Missing|7431579
Monty Python Live at the Hollywood Bowl|327958
My Favorite Year|20123620
Class Reunion|10100000
Night Shift|23600000
An Officer and a Gentleman|122195017
One from the Heart|636796
Ozu no mahôtsukai|612300
Paradise|5511562
Parasite|7000000
Partners|4109724
Penitentiary II|662896
Personal Best|2119003
Pink Floyd The Wall|14844106
The Pirate Movie|7983086
Poltergeist|74706019
Porky's|105124546
Richard Pryor Live on the Sunset Strip|34970309
Rocky III|902228
Sans soleil|30878
The Secret of NIMH|10140325
The Seduction|4888270
The Sender|434884
Shoot the Moon|7070222
Silent Rage|10490791
Six Pack|20225989
Six Weeks|6700000
The Soldier|6123549
Sophie's Choice|19962353
Split Image|263635
Der Stand der Dinge|6000000
Star Trek: The Wrath of Khan|78633541
Still of the Night|5979947
Summer Lovers|1200000
The Sword and the Sorcerer|39103500
Tempest|5005245
They Call Me Bruce?|16894678
The Thing|13782838
Things Are Tough All Over|21134374
Tootsie|116147056
The Toy|50400000
Trail of the Pink Panther|6988928
La traviata|3594000
TRON|33000000
Venom|4117958
The Verdict|54000000
Vice Squad|5568880
Victor Victoria|28215453
The World According to Garp|29712172
Wrong Is Right|3379569
Yes, Giorgio|1368588
Il mondo di Yor|2810199
Young Doctors in Love|30688860
Zapped!|16897768
10 to Midnight|7100000
All the Right Moves|14691388
Amityville 3-D|6333135
Baby It's You|1312473
Bad Boys|9200000
The Honorary Consul|4800000
The Big Chill|56968
The Black Stallion Returns|9800000
Blue Skies Again|46603
Blue Thunder|42300000
Brainstorm|8900000
Breathless|19910002
Chained Heat|6149983
Champions|174445
Christine|21200000
A Christmas Story|16743818
Cross Creek|200000
Cujo|21200000
Curse of the Pink Panther|3374312
D.C. Cab|16134627
Daniel|276814
The Dead Zone|20766000
Deadly Force|294316
Doctor Detroit|10375893
The Dresser|5310748
Easy Money|29309766
Eddie Macon's Run|1055791
Exposed|1352083
Eyes of Fire|100000
Fire and Ice|760883
Flashdance|94900000
Get Crazy|1645711
Forever Young|4359
Going Berserk|234950
Gorky Park|15900000
Halloween III: Season of the Witch|12827446
Hammett|8222
Hanna K.|91597
Hercules|10676194
High Road to China|28400000
The House on Sorority Row|4330028
The Hunger|5979000
Independence Day|151462
Jaws 3-D|42245180
The Keep|3661757
The King of Comedy|2500000
Koyaanisqatsi|1723872
Krull|16519460
Last Plane Out|115475
Lianna|1500000
Lone Wolf McQuade|12232628
The Lonely Lady|1223220
The Lords of Discipline|11787127
Lovesick|10100000
The Man Who Loved Women|10964231
The Man with Two Brains|10100000
Man, Woman and Child|2300000
Marlene|852676
Max Dugan Returns|17600000
Merry Christmas Mr. Lawrence|2306560
Metalstorm: The Destruction of Jared-Syn|5301085
Mickey's Christmas Carol|21000000
The Meaning of Life|14929552
Mr. Mom|64800000
My Tutor|22587000
Nankyoku monogatari|56300000
Vacation|61400000
Never Cry Wolf|27569674
Never Say Never Again|55432841
A Night in Heaven|5563663
Nightmares|6670680
Octopussy|57403139
Of Unknown Origin|1080470
The Osterman Weekend|6500000
The Outsiders|25600000
P'tit con|127426
The Pirates of Penzance|694497
Porky's II: The Next Day|33759266
Private School|14049540
Psycho II|28983988
Star Wars: Episode VI - Return of the Jedi|309125409
Revenge of the Ninja|10325628
Richard Pryor ...Here and Now|16200000
The Right Stuff|21500000
Risky Business|63541777
Rock & Rule|30379
Romantic Comedy|5100000
Rumble Fish|2494480
Sahara|1025015
Scarface|45598982
Scream|1083395
Screwballs|2082215
Silkwood|1608498
Smokey and the Bandit Part 3|5678950
Something Wicked This Way Comes|8400000
Spacehunter: Adventures in the Forbidden Zone|16478265
Spring Break|24071666
Star 80|6472990
The Star Chamber|5600000
Staying Alive|63800000
Still Smokin|14745000
The Sting II|6347072
The Adventures of Bob & Doug McKenzie: Strange Brew|8571374
Stroker Ace|13000000
Stryker|887080
Sudden Impact|67642693
Superman III|56950623
The Survivors|14000000
Table for Five|2378738
Tender Mercies|534934
Terms of Endearment|87436122
Testament|1500000
Those Glory Glory Days|2968
To Be or Not to Be|13000000
Trading Places|88621914
Twilight Zone: The Movie|29500000
Two of a Kind|23646952
Uncommon Valor|30503151
Under Fire|5700000
Videodrome|2120439
WarGames|79568000
White Star|450000
The Year of Living Dangerously|10278575
Yellowbeard|4300000
Yentl|8068933
Young Warriors|238534
Zelig|11798616
Ziggy Stardust and the Spiders from Mars|161634
2010|40200000
The Adventures of Buckaroo Banzai Across the 8th Dimension|6227998
The Adventures of Pinocchio|14764717
Against All Odds|21700000
All of Me|35243581
Almost You|95000
Amadeus|366401
American Dreamer|5021751
Angel|17488564
Bachelor Party|38400000
The Bay Boy|3665
Beat Street|15008945
Best Defense|19265302
Beverly Hills Cop|229909722
Birdy|454463
Blame It on Rio|18600000
Blame It on the Night|201096
Blood Simple.|1690913
Body Double|8801940
Body Rock|1639127
Bolero|8914881
The Bostonians|312566
The Bounty|8600000
Breakin'|35995234
Breakin' 2: Electric Boogaloo|14981047
Broadway Danny Rose|10600497
The Brother from Another Planet|1305588
C.H.U.D.|3412497
Cannonball Run II|28078073
Cheech & Chong's The Corsican Brothers|3772785
Children of the Corn|14568989
Choose Me|2490233
City Heat|38300000
Cloak & Dagger|9719000
Comfort and Joy|1057368
Conan the Destroyer|25626879
The Cotton Club|25928721
Country|7982751
Crackers|58689
Crimes of Passion|2912945
Deathstalker|8890685
Def-Con 4|210904
Dian tang lang|25309
Dreamscape|11484000
Dune|27400000
Electric Dreams|1932663
The Evil That Men Do|13102025
Exterminator 2|3739406
The Falcon and the Snowman|17130087
Falling in Love|10600000
Finders Keepers|1467396
Firestarter|15100000
Firstborn|6194621
The Flamingo Kid|23859382
Footloose|75846770
Friday the 13th: The Final Chapter|30393007
The Frog Prince|23197
Garbo Talks|1493782
Ghost Busters|238632124
Gojira|4116395
Grand Canyon: The Hidden Secrets|52800000
Grandview, U.S.A.|4743119
Gremlins|148168459
Greystoke: The Legend of Tarzan, Lord of the Apes|45900000
Hardbodies|7031405
Heartbreakers|104125
The Hit|872484
The Hotel New Hampshire|5100000
The Ice Pirates|13075390
Impulse|2500000
Indiana Jones and the Temple of Doom|175083524
Irreconcilable Differences|12400000
Johnny Dangerously|17124395
Joy of Sex|3687801
Just the Way You Are|7517699
Kaos|11412
The Karate Kid|90815558
The Killing Fields|34609720
Lassiter|17500000
The Last Starfighter|28733290
The Little Drummer Girl|7828841
The Lonely Guy|4779375
Lovelines|225570
Making the Grade|4021068
Mass Appeal|494534
Meatballs Part II|5410972
Micki + Maude|26200000
Mike's Murder|979547
Missing in Action|22812500
Misunderstood|1480510
Mortuary|1722738
Moscow on the Hudson|25100000
Mrs. Soffel|4385312
The Muppets Take Manhattan|25534703
My Brother's Wedding|8217
The Natural|47951979
Night of the Comet|14418922
A Nightmare on Elm Street|10777659
Nineteen Eighty-Four|8400000
Ninja III: The Domination|7610785
No Small Affair|4994094
Oh, God! You Devil|21538850
Once Upon a Time in America|5300000
Over the Brooklyn Bridge|600000
Oxford Blues|8531117
Paris, Texas|2164507
A Passage to India|27187653
Gwendoline|1337274
The Philadelphia Experiment|8103330
Places in the Heart|34700000
Police Academy|78535168
The Pope of Greenwich Village|6139896
Protocol|26300000
Purple Rain|68392977
Racing with the Moon|5400000
The Razor's Edge|6551987
Razorback|150140
Reckless|8289916
Red Dawn|35866000
Repo Man|179891
Revenge of the Nerds|40900000
Rhinestone|21435321
The River Rat|790254
The River|11489982
Romancing the Stone|75078260
Runaway|6770587
Scandalous|526805
Sheena|5778353
Silent Night, Deadly Night|2491460
Sixteen Candles|23686027
Slayground|108128
A Soldier's Story|19758558
Songwriter|865915
Splash|62100000
Star Trek III: The Search for Spock|67458579
Starman|28700000
Stop Making Sense|148443
Stranger Than Paradise|2436000
Streets of Fire|5600000
Supergirl|14296000
Swing Shift|6650206
Tank|11131530
The Terminator|38371200
Terror in the Aisles|8316206
Thief of Hearts|10400000
This Is Spinal Tap|188751
Tightrope|47392179
The Times of Harvey Milk|13561
Top Secret!|20500000
Un dimanche à la campagne|2153717
Under the Volcano|2428553
Die unendliche Geschichte|20158808
Up the Creek|11700000
The Warrior and the Sorceress|2886225
Weekend Pass|21058000
Where the Boys Are '84|10500000
The Wild Life|11020375
Winter Flight|1162
The Woman in Red|25300000
90 Days|5620
The Adventures of Mark Twain|849915
After Hours|10600000
Agnes of God|25627836
Alamo Bay|380970
American Flyers|1400000
American Ninja|7930736
Avenging Angel|5622787
The Aviator|287195
Baby: Secret of the Lost Legend|14276095
Back to the Future|197902294
Bad Medicine|2549195
Better Off Dead...|10297601
The Black Cauldron|21288692
Bliss|6998
Brazil|6500000
The Breakfast Club|45875171
Brewster's Millions|38800000
The Bride|3558669
Bring on the Night|1675689
La cage aux folles 3 - 'Elles' se marient|345280
Came a Hot Friday|8905
The Care Bears Movie|22934000
Cat's Eye|13086000
Certain Fury|1381091
A Chorus Line|14202899
Clue|14643997
Cocoon|76100000
Code of Silence|20345261
The Color Purple|98467863
Commando|34896317
Compromising Positions|10556383
Creator|4571788
Crimewave|3571
D.A.R.Y.L.|6561653
Dance with a Stranger|2174622
Day of the Dead|5804262
Death Wish 3|16116878
Death of an Angel|10178
Defence of the Realm|750000
Desert Hearts|2424221
Desperately Seeking Susan|27398584
Detective School Dropouts|22123
The Doctor and the Devils|147070
Dreamchild|38943
Eleni|305102
The Emerald Forest|24468550
Enemy Mine|12303411
Fuga dal Bronx|1143643
Explorers|7395796
F/X|20550603
Fandango|86134
Fever Pitch|610333
Flesh+Blood|100000
Fletch|46700000
Fool for Love|715679
Fraternity Vacation|3300000
Friday the 13th: A New Beginning|20674880
Fright Night|24922237
Ghoulies|35000000
The Goonies|61389680
Heavenly Pursuits|267249
Gotcha!|8800000
Gymkata|5730596
Heaven Help Us|6070794
The Heavenly Kid|3342314
Here Come the Littles|6565359
La historia oficial|29426
The Holcroft Covenant|151627
Hot Moves|2732684
Hurlevent|624643
Inferno in diretta|374530
Insignificance|110950
Into the Night|6700000
Jagged Edge|40500000
James Joyce's Women|8103
The Jewel of the Nile|68275764
Joshua Then and Now|542420
The Journey of Natty Gann|2135577
Just One of the Guys|11500000
King David|4797248
King Solomon's Mines|15057465
Kiss of the Spider Woman|31828
Krush Groove|11052713
Ladyhawke|18432000
The Last Dragon|25754284
Legend|12297710
The Legend of Billie Jean|3099497
Lifeforce|11603545
Lost in America|10200000
Lune de miel|110995
Maccheroni|235383
Mad Max Beyond Thunderdome|36200000
The Man with One Red Shoe|8600000
Marie|1856840
Mask|42400000
Maxie|2564278
The Mean Season|4300000
Mischief|8700000
Mishima: A Life in Four Chapters|437547
Missing in Action 2: The Beginning|10800000
Mitt liv som hund|8345266
Morons from Outer Space|441137
Movers & Shakers|311321
Moving Violations|10600000
Murphy's Romance|940325
My Man Adam|92920
My Science Project|4122748
European Vacation|49400000
The New Kids|199108
A Nightmare on Elm Street Part 2: Freddy's Revenge|23060333
No Retreat, No Surrender|2273045
Oberst Redl|2357
On ne meurt que 2 fois|84363
Once Bitten|9917242
One Magic Christmas|13677222
Otac na sluzbenom putu|11614
Otto - Der Film|35327312
Out of Africa|87100000
Pale Rider|41400000
Pee-wee's Big Adventure|40940662
Perfect|12918858
Plenty|6148000
Police Academy 2: Their First Assignment|55500000
Polish Vampire in Burbank|500000
Porky's Revenge|20518905
Private Resort|331816
Prizzi's Honor|26700000
The Protector|829239
Pumping Iron II: The Women|628050
The Purple Rose of Cairo|10631333
The Quiet Earth|153764
Rainbow Brite and the Star Stealer|4889971
Rambo: First Blood Part II|150415432
Ran|337112
Re-Animator|1861026
Real Genius|13000000
Red Sonja|6905861
Remo Williams: The Adventure Begins|14393902
The Return of the Living Dead|14237000
Return to Oz|11137801
Revolution|346761
Rocky IV|125409936
Runaway Train|7936012
Rustlers' Rhapsody|4847085
Santa Claus|23717291
Secret Admirer|8622757
The Secret of the Sword|7660857
Sesame Street Presents: Follow that Bird|13961370
Seven Minutes in Heaven|31430
Silver Bullet|5400000
Silverado|33200000
The Slugger's Wife|1314993
Smooth Talk|16785
Spies Like Us|60083467
St. Elmo's Fire|36754543
Starchaser: The Legend of Orin|3360800
Stick|6964734
Stripper|39065
Subway|57875
Summer Rental|24689703
The Sure Thing|18136000
Sweet Dreams|9085049
Sylvester|385687
Target|9023199
Teen Wolf|33086700
That Was Then... This Is Now|8630068
That's Dancing!|4210938
Thunder Run|145975
Le thé au harem d'Archimède|12375
To Live and Die in L.A.|17307019
Tomboy|1723935
Transylvania 6-5000|7196872
The Trip to Bountiful|7218340
3 hommes et un couffin|949607
Trouble in Mind|19632
Tuff Turf|9400000
Turk 182!|3563635
Turtle Diary|2156772
Twice in a Lifetime|7681246
Une femme ou deux|179112
A View to a Kill|49667091
Vision Quest|12900000
Volunteers|19875740
Warning Sign|1918117
Water|510136
Weird Science|23834000
Wetherby|1136052
White Nights|13046465
Witchboard|7369373
Witness|65500000
Year of the Dragon|18707466
Young Sherlock Holmes|4250320
Crocodile Dundee|174803506
'night, Mother|442000
'Round Midnight|3272600
16 Days of Glory|15008
37°2 le matin|12013
4 aventures de Reinette et Mirabelle|215073
52 Pick-Up|5186646
8 Million Ways to Die|1305114
84 Charing Cross Road|1083486
De aanslag|203781
About Last Night...|38702310
Absolute Beginners|909960
Aliens|77632096
American Anthem|3571624
An American Tail|47483002
Angustia|228789
April Fool's Day|12543892
Armed Response|1368912
Armed and Dangerous|15945534
Arthur's Hallowed Ground|1726
At Close Range|1953786
Avenging Force|4667520
Back to School|91258000
Band of the Hand|4865912
Belizaire the Cajun|1142243
The Best of Times|5794095
Big Trouble in Little China|11100000
Biggles|112132
Black Moon Rising|6470565
Black Widow|25205460
Blue City|6272302
Blue Velvet|6200346
The Boy Who Could Fly|7177431
The Boy in Blue|94261
Brighton Beach Memoirs|11957943
Bullies|2995527
Caravaggio|3151
Care Bears Movie II: A New Generation|8540346
